Id,Age,Job,Sex,Marital,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CallStart,CallEnd,CarInsurance,IncomeGroup
2896,46,technician,Female,divorced,0,0,0,0,cellular,28,jan,2,-1,0,12:32:50,12:52:49,1,3
2897,54,services,Male,married,0,2061,1,0,telephone,31,jul,7,-1,0,15:17:52,15:22:53,0,3
2898,51,retired,Female,married,0,-14,0,1,cellular,21,jul,5,-1,0,13:39:32,13:48:56,0,3
2899,57,entrepreneur,Female,married,0,7699,0,1,cellular,16,jul,1,-1,0,13:48:16,13:51:14,0,2
2900,33,blue-collar,Male,married,0,3458,1,0,cellular,20,apr,1,-1,0,14:26:03,14:26:57,0,2
2901,51,technician,Female,divorced,0,7928,1,0,cellular,20,nov,1,-1,0,14:18:37,14:20:41,0,3
2902,40,admin,Female,married,0,72,1,1,cellular,21,nov,1,-1,0,9:33:55,9:48:04,1,2
2903,41,blue-collar,Female,married,0,2157,1,0,telephone,14,may,2,-1,0,12:50:25,12:52:59,0,2
2904,23,services,Male,single,0,870,0,0,cellular,29,dec,1,176,4,14:20:59,14:25:55,1,3
2905,33,admin,Male,divorced,0,818,1,1,cellular,16,apr,3,-1,0,13:30:36,13:35:37,0,2
2906,27,management,Female,single,0,2489,0,0,cellular,15,jul,2,163,2,16:46:31,16:51:54,1,3
2907,77,retired,Female,divorced,0,3417,0,0,cellular,12,nov,1,-1,0,16:19:12,16:21:26,1,3
2908,28,blue-collar,Female,single,0,6307,1,0,telephone,28,may,1,-1,0,17:21:12,17:31:27,0,1
2909,52,unemployed,Male,married,0,94,0,0,cellular,10,feb,1,92,13,16:26:05,16:28:38,1,1
2910,35,entrepreneur,Female,married,0,2074,1,0,telephone,5,jun,7,-1,0,17:52:13,17:54:37,0,2
2911,48,blue-collar,Female,married,0,0,0,0,cellular,29,jul,6,-1,0,10:48:10,10:51:45,0,2
2912,36,admin,Male,single,0,0,0,0,cellular,4,feb,2,-1,0,10:10:31,10:12:48,0,1
2913,50,blue-collar,Female,married,0,604,0,0,cellular,5,aug,1,-1,0,10:07:37,10:09:21,0,1
2914,39,blue-collar,Female,single,0,1522,0,0,telephone,17,jun,4,-1,0,12:13:18,12:16:02,0,2
2915,72,self-employed,Male,married,0,132,0,0,cellular,1,jul,2,65,1,15:21:16,15:25:36,1,3
2916,45,technician,Female,single,0,1171,1,0,cellular,17,nov,1,-1,0,17:43:53,17:44:27,0,2
2917,59,unemployed,Female,married,0,309,0,0,cellular,28,jan,1,-1,0,10:06:29,10:11:29,0,3
2918,54,technician,Female,married,0,1378,1,0,telephone,5,may,1,-1,0,9:44:34,9:48:34,0,2
2919,31,blue-collar,Female,married,0,652,0,1,telephone,1,jul,3,-1,0,13:19:24,13:24:05,0,1
2920,32,blue-collar,Female,single,0,2829,1,0,cellular,5,may,1,-1,0,10:43:44,10:44:10,0,2
2921,21,student,Female,single,0,1506,0,0,cellular,14,sep,1,-1,0,14:44:55,14:50:35,1,1
2922,59,retired,Female,single,0,351,1,0,telephone,27,may,5,-1,0,14:50:40,15:08:23,1,1
2923,46,admin,Female,divorced,0,2232,0,0,cellular,13,feb,1,-1,0,15:12:15,15:14:16,1,1
2924,41,admin,Male,married,0,705,1,0,telephone,13,may,1,-1,0,13:57:46,14:01:11,0,3
2925,42,management,Male,married,0,2816,0,0,cellular,10,nov,2,-1,0,14:41:07,14:44:20,1,3
2926,44,unemployed,Male,single,1,-4,0,1,cellular,30,jul,2,-1,0,16:44:16,16:57:24,1,1
2927,29,blue-collar,Female,single,0,908,1,0,telephone,20,jun,1,-1,0,13:47:01,14:14:44,1,1
2928,31,self-employed,Male,married,0,414,0,0,cellular,14,aug,5,-1,0,12:28:33,12:31:22,0,3
2929,66,retired,Female,married,0,3409,0,0,cellular,15,nov,2,27,6,15:16:35,15:23:29,0,2
2930,47,technician,Female,married,0,293,0,0,cellular,3,mar,1,-1,0,9:53:25,10:01:44,1,1
2931,26,blue-collar,Male,single,0,191,1,0,cellular,6,may,1,-1,0,16:53:02,17:02:12,1,1
2932,36,technician,Female,married,0,4596,1,0,cellular,8,oct,2,175,2,16:38:16,16:42:10,1,2
2933,44,management,Female,married,0,1954,0,0,cellular,2,jun,1,-1,0,13:54:34,13:59:28,1,1
2934,29,services,Male,single,0,737,1,1,cellular,30,jan,5,248,1,14:50:12,14:58:31,0,1
2935,44,entrepreneur,Male,married,0,1442,0,0,cellular,18,nov,2,-1,0,15:01:47,15:06:27,0,1
2936,42,housemaid,Female,married,0,1523,1,1,cellular,25,jul,5,-1,0,9:56:13,10:06:00,0,2
2937,47,entrepreneur,Female,married,0,0,0,0,telephone,5,jun,1,-1,0,14:18:02,14:42:08,1,2
2938,37,blue-collar,Female,single,0,3649,1,0,cellular,15,apr,2,146,4,14:23:38,14:34:01,0,2
2939,43,management,Female,married,0,3518,0,0,cellular,28,dec,2,196,2,17:07:42,17:11:08,1,2
2940,36,admin,Female,married,0,991,0,0,cellular,14,jan,2,-1,0,17:12:25,17:22:14,1,2
2941,31,management,Male,single,0,581,1,1,cellular,28,jan,1,-1,0,17:17:05,17:26:37,0,2
2943,36,technician,Male,married,0,376,0,0,cellular,16,sep,1,-1,0,11:10:52,11:13:45,1,3
2944,49,services,Male,married,0,199,1,0,cellular,31,jul,25,-1,0,11:29:47,11:30:15,0,1
2945,35,management,Female,married,0,451,1,0,cellular,17,apr,6,-1,0,17:47:11,17:50:51,0,3
2946,38,unemployed,Female,married,0,7005,1,0,cellular,7,jul,1,412,1,13:26:25,13:32:35,1,1
2947,49,blue-collar,Female,married,0,1854,1,0,telephone,19,may,5,-1,0,16:36:19,16:39:12,0,3
2948,32,blue-collar,Male,married,0,50,1,0,cellular,13,may,1,370,2,13:18:22,13:22:57,0,2
2949,59,technician,Male,married,0,116,0,0,cellular,12,aug,4,422,3,12:46:10,12:52:48,1,1
2950,58,retired,Male,married,0,565,0,0,telephone,7,jul,1,-1,0,16:05:58,16:20:34,1,3
2951,26,student,Male,single,0,279,0,0,cellular,7,may,3,-1,0,10:14:03,10:18:02,0,3
2952,44,entrepreneur,Male,married,0,860,1,1,cellular,6,may,2,295,5,15:14:36,15:16:12,0,2
2953,40,entrepreneur,Male,single,0,943,1,0,cellular,4,feb,3,-1,0,14:26:40,14:29:39,0,2
2954,58,technician,Female,married,0,1476,1,0,cellular,17,apr,1,-1,0,9:15:58,9:20:44,0,2
2955,47,housemaid,Female,married,0,0,1,0,telephone,24,jul,1,-1,0,17:46:50,17:50:03,0,2
2956,43,blue-collar,Male,divorced,0,177,0,0,cellular,3,feb,1,-1,0,10:56:21,10:58:25,0,2
2957,50,blue-collar,Female,married,0,5776,0,0,cellular,18,nov,3,-1,0,14:33:39,14:34:28,0,1
2958,61,retired,Male,married,0,243,0,0,cellular,20,apr,1,-1,0,11:51:13,11:54:27,1,3
2959,46,technician,Female,married,0,591,0,0,telephone,29,aug,2,-1,0,11:26:55,11:28:16,0,1
2960,54,retired,Male,married,0,0,1,0,cellular,11,jul,2,-1,0,9:24:49,9:27:28,0,1
2961,46,admin,Male,married,0,659,1,0,telephone,29,jul,11,-1,0,14:57:21,15:16:08,1,2
2962,33,blue-collar,Female,married,0,1464,1,0,telephone,23,may,3,-1,0,9:53:30,10:03:18,1,1
2963,30,admin,Male,single,0,915,1,0,telephone,27,apr,1,-1,0,11:33:39,11:39:49,1,3
2964,34,blue-collar,Female,married,0,72,1,0,cellular,15,may,3,-1,0,12:01:40,12:03:13,0,3
2965,53,admin,Female,married,0,10541,0,0,cellular,9,nov,1,-1,0,11:54:36,11:57:34,1,2
2966,37,blue-collar,Male,single,0,3764,0,0,telephone,16,jun,1,-1,0,16:58:52,17:06:03,0,2
2967,28,blue-collar,Male,single,0,-46,1,0,cellular,1,sep,1,92,14,12:27:48,12:31:07,1,1
2968,38,management,Female,married,0,1223,0,0,cellular,12,aug,5,-1,0,15:17:43,15:35:55,1,3
2969,33,self-employed,Female,married,0,1278,0,0,cellular,6,oct,1,-1,0,17:10:46,17:21:35,1,2
2970,32,management,Male,married,0,3442,0,0,cellular,18,nov,1,-1,0,11:33:05,11:41:00,0,1
2971,38,services,Female,married,0,208,1,0,telephone,7,may,1,-1,0,10:50:14,11:03:34,0,2
2972,43,technician,Male,married,0,1358,0,0,cellular,10,mar,3,-1,0,15:09:33,15:12:12,1,3
2973,43,management,Male,married,0,-334,1,0,cellular,7,aug,1,-1,0,11:09:40,11:14:31,0,3
2974,36,management,Female,single,0,7506,1,0,cellular,6,may,2,188,1,17:30:38,17:44:37,1,1
2975,47,management,Female,single,0,324,0,1,cellular,6,aug,1,-1,0,17:49:20,17:50:32,0,2
2976,30,admin,Male,married,0,8781,1,0,cellular,18,nov,1,-1,0,13:50:45,14:05:43,1,2
2977,43,management,Female,married,0,587,1,0,cellular,5,feb,6,231,9,14:20:12,14:20:23,0,2
2978,60,management,Female,married,0,315,0,0,cellular,1,sep,1,183,3,14:52:20,15:06:20,1,2
2979,55,management,Female,married,0,563,1,0,cellular,19,nov,1,-1,0,14:17:50,14:20:34,0,2
2980,33,technician,Female,single,0,920,1,0,cellular,21,nov,1,122,4,16:23:33,16:24:31,0,1
2981,59,self-employed,Female,married,0,185,0,0,cellular,4,feb,1,-1,0,11:27:57,11:32:40,0,2
2982,37,admin,Male,married,0,1207,1,0,telephone,6,apr,2,138,2,15:57:35,16:20:08,1,1
2983,36,technician,Male,married,0,15485,0,0,cellular,14,apr,1,-1,0,11:49:51,11:57:32,1,1
2984,36,management,Female,single,0,811,0,0,cellular,6,mar,1,-1,0,17:29:30,17:33:19,1,1
2985,23,services,Female,single,0,210,1,0,telephone,20,may,1,-1,0,10:21:58,10:30:25,0,3
2986,33,admin,Male,married,0,258,1,0,cellular,5,may,1,-1,0,14:29:02,14:29:39,0,3
2987,39,self-employed,Male,married,0,1047,0,0,telephone,6,jun,1,-1,0,16:13:56,16:23:10,1,1
2988,37,admin,Male,married,0,274,1,0,telephone,27,may,3,-1,0,9:42:19,9:54:30,1,1
2989,50,entrepreneur,Male,married,0,8649,1,0,cellular,20,nov,1,-1,0,16:51:20,16:53:41,0,3
2990,31,services,Female,married,0,413,1,0,telephone,13,may,1,-1,0,12:28:32,12:29:37,0,1
2991,58,management,Male,married,0,1271,1,0,cellular,28,jan,1,-1,0,14:04:40,14:07:06,0,2
2992,56,technician,Female,married,0,2558,0,0,telephone,19,jun,1,-1,0,10:42:27,10:47:15,0,3
2993,39,technician,Male,married,0,376,0,0,telephone,20,jun,3,-1,0,16:52:37,16:55:17,0,3
2994,30,blue-collar,Female,married,0,294,1,1,telephone,16,jun,3,-1,0,15:10:47,15:11:37,0,1
2995,58,blue-collar,Female,married,0,64,0,1,cellular,21,jul,2,-1,0,14:43:52,14:45:10,0,1
2996,32,technician,Female,single,0,540,0,1,cellular,29,jan,1,-1,0,10:09:18,10:21:48,1,1
2997,37,technician,Male,married,0,189,0,0,cellular,16,jun,2,-1,0,12:33:44,12:36:26,1,1
2998,34,blue-collar,Male,married,0,3868,1,0,cellular,18,may,1,350,1,15:38:00,15:40:14,0,1
2999,44,blue-collar,Male,divorced,0,-1,0,1,cellular,15,jul,5,-1,0,9:56:56,10:00:10,0,3
3000,44,technician,Female,married,0,267,0,0,cellular,22,aug,2,-1,0,12:55:15,13:03:55,1,2
3001,42,entrepreneur,Male,married,0,319,1,0,telephone,8,may,9,-1,0,17:02:39,17:02:56,0,2
3002,48,entrepreneur,Male,married,0,810,0,0,telephone,6,jun,1,-1,0,13:19:33,13:25:56,0,2
3003,30,admin,Male,single,0,330,0,1,cellular,30,jul,5,-1,0,10:26:29,10:28:24,0,3
3004,40,services,Male,married,0,4157,1,0,telephone,15,may,1,-1,0,17:09:17,17:21:32,0,2
3005,41,management,Male,married,0,768,0,0,cellular,7,aug,3,-1,0,15:43:57,15:47:46,0,2
3006,44,blue-collar,Female,married,1,-617,1,0,telephone,8,may,1,-1,0,12:07:17,12:10:09,0,3
3007,30,technician,Male,single,0,178,0,0,cellular,17,jul,3,-1,0,13:02:49,13:13:45,1,2
3008,31,unemployed,Male,divorced,0,756,0,0,cellular,20,jul,2,-1,0,12:16:47,12:22:42,1,3
3009,46,blue-collar,Female,married,0,7,0,0,telephone,17,jun,2,-1,0,12:31:23,12:33:13,0,3
3010,55,management,Male,single,0,1507,1,0,cellular,30,jul,3,-1,0,9:26:56,9:28:50,0,2
3011,62,blue-collar,Female,married,0,272,0,0,cellular,11,aug,1,286,2,10:43:49,10:46:15,1,3
3012,22,student,Male,single,0,691,0,0,cellular,19,aug,1,-1,0,13:04:56,13:10:34,1,2
3013,38,unemployed,Female,single,0,2470,1,0,cellular,4,feb,1,230,1,10:21:03,10:23:14,0,1
3014,44,management,Female,married,0,1058,0,0,cellular,11,mar,3,-1,0,9:54:07,9:57:15,1,1
3015,38,management,Male,single,0,3141,0,0,cellular,9,nov,4,189,2,12:23:56,12:29:43,1,3
3016,69,retired,Female,married,0,2473,0,0,cellular,8,jul,3,-1,0,14:48:35,15:04:42,1,1
3017,29,services,Male,single,0,1934,0,0,cellular,29,sep,1,-1,0,11:53:05,11:57:36,1,2
3018,56,technician,Female,divorced,0,3450,0,0,cellular,10,aug,1,181,2,9:12:58,9:21:25,1,1
3019,53,admin,Female,married,0,459,0,0,cellular,5,apr,1,-1,0,15:14:35,15:23:53,1,3
3020,39,management,Female,divorced,0,224,0,0,cellular,2,jul,2,88,1,13:36:10,13:39:24,1,3
3021,31,management,Female,single,0,515,0,0,cellular,1,jun,5,-1,0,16:10:41,16:15:37,1,3
3022,31,technician,Female,single,0,1887,0,1,cellular,20,nov,2,183,1,16:28:21,16:32:06,0,1
3023,31,technician,Female,single,0,3729,1,0,telephone,2,jun,8,-1,0,13:13:19,13:16:31,0,2
3024,31,entrepreneur,Male,married,0,425,1,0,cellular,11,may,2,-1,0,10:50:48,10:52:24,0,3
3025,39,management,Male,married,0,215,0,0,cellular,11,aug,4,-1,0,17:50:39,18:09:40,1,1
3026,52,blue-collar,Male,married,0,2091,0,0,cellular,6,aug,2,-1,0,17:44:17,17:47:18,0,2
3027,40,management,Male,married,0,9366,0,0,cellular,11,nov,3,-1,0,11:20:35,11:21:44,1,1
3028,35,services,Male,married,0,-489,1,0,telephone,9,jun,2,-1,0,13:53:11,13:54:41,0,1
3029,28,student,Female,single,0,949,1,0,telephone,28,may,1,-1,0,10:41:33,11:10:23,1,3
3030,25,student,Female,single,0,331,0,0,telephone,26,aug,4,-1,0,17:12:14,17:15:04,1,3
3031,28,admin,Male,single,0,373,1,0,cellular,14,aug,1,79,4,14:13:25,14:14:43,0,1
3032,44,blue-collar,Female,divorced,0,558,1,0,telephone,7,may,1,-1,0,9:15:41,9:23:46,0,3
3033,28,student,Male,single,0,290,1,0,telephone,27,nov,1,-1,0,16:34:57,16:35:21,0,3
3034,29,admin,Male,single,0,210,0,1,cellular,8,jul,1,-1,0,9:22:58,9:25:18,0,2
3035,36,management,Female,married,0,23,0,0,cellular,26,aug,11,-1,0,10:45:06,10:47:19,0,1
3036,50,management,Female,married,0,2717,1,0,cellular,18,nov,1,-1,0,17:13:37,17:16:45,0,3
3037,35,entrepreneur,Female,married,0,0,0,0,cellular,5,may,1,168,4,15:31:26,15:32:40,0,3
3038,48,technician,Male,married,0,10655,0,0,telephone,31,jul,3,-1,0,10:11:43,10:11:48,0,2
3039,49,services,Female,married,0,823,0,0,cellular,8,aug,4,-1,0,14:55:10,15:08:10,1,2
3040,47,blue-collar,Female,married,0,243,1,0,cellular,4,feb,1,246,4,17:02:34,17:06:14,0,2
3041,33,blue-collar,Female,married,0,217,1,0,cellular,20,apr,1,339,3,11:05:38,11:08:56,0,1
3042,35,services,Male,single,0,167,0,1,cellular,11,jul,2,-1,0,10:35:40,10:45:54,1,3
3043,31,management,Male,married,0,1812,0,0,cellular,30,apr,1,-1,0,16:29:17,16:36:58,1,2
3044,54,blue-collar,Female,married,0,433,1,0,cellular,20,apr,5,-1,0,17:12:01,17:16:13,0,2
3045,25,services,Female,single,0,2311,0,1,cellular,21,jul,2,-1,0,11:22:59,11:41:24,1,1
3046,39,blue-collar,Female,married,0,7304,1,0,telephone,28,may,1,-1,0,12:02:39,12:06:15,0,3
3047,52,unemployed,Female,divorced,0,230,0,0,cellular,24,dec,2,-1,0,12:58:24,13:05:26,1,2
3048,34,management,Male,single,0,26575,0,0,cellular,18,nov,1,-1,0,9:52:12,9:53:45,0,3
3049,27,management,Male,single,0,338,0,1,cellular,7,jul,1,-1,0,14:37:22,14:46:17,0,1
3050,27,technician,Male,married,0,2183,1,1,telephone,21,may,1,-1,0,10:37:00,10:51:17,1,2
3051,35,blue-collar,Male,married,0,5271,1,0,cellular,14,apr,2,-1,0,17:45:45,17:47:44,0,1
3052,33,blue-collar,Female,married,0,315,0,0,cellular,4,feb,3,-1,0,9:12:27,9:14:53,1,1
3053,36,services,Female,single,0,1227,1,1,cellular,4,may,5,341,3,9:42:09,9:55:04,1,2
3054,38,management,Female,married,0,336,1,0,cellular,20,apr,3,-1,0,13:44:49,13:49:08,0,1
3055,46,technician,Female,married,0,3434,0,1,cellular,27,feb,1,-1,0,10:09:07,10:11:02,1,3
3056,18,student,Female,single,0,3,0,0,cellular,25,aug,2,-1,0,12:25:16,12:27:26,1,1
3057,33,technician,Female,divorced,0,488,0,0,cellular,5,aug,2,-1,0,9:31:53,9:37:25,0,1
3058,23,technician,Male,single,0,710,1,0,telephone,19,may,6,-1,0,10:43:17,10:49:31,0,2
3059,32,blue-collar,Male,single,0,60,1,0,cellular,28,jul,2,-1,0,10:28:22,10:30:38,0,3
3060,37,management,Male,married,0,255,0,0,cellular,24,feb,2,183,10,14:55:31,15:04:53,1,1
3061,39,services,Male,single,0,1048,1,0,cellular,15,jun,1,32,1,13:05:02,13:06:50,0,3
3062,21,student,Male,single,0,53,0,0,cellular,14,jun,1,-1,0,9:36:47,9:41:17,1,1
3063,49,technician,Male,married,0,0,1,1,cellular,21,jul,1,-1,0,10:44:43,10:46:18,0,1
3064,54,blue-collar,Female,divorced,0,10374,1,0,cellular,20,nov,2,189,2,12:32:38,12:37:21,0,3
3065,36,technician,Male,married,0,911,1,1,cellular,25,may,2,21,3,11:01:07,11:03:04,1,1
3066,52,management,Male,married,0,1453,0,0,telephone,29,jul,21,-1,0,17:46:00,17:50:14,0,2
3067,55,housemaid,Female,divorced,0,1241,0,0,cellular,21,nov,7,154,5,17:17:32,17:18:20,0,3
3068,81,retired,Male,divorced,0,949,0,0,cellular,27,sep,2,280,1,16:06:40,16:09:48,1,3
3069,47,technician,Female,married,0,-107,0,0,cellular,8,jul,2,-1,0,12:24:54,12:28:50,0,2
3070,35,housemaid,Female,divorced,0,39,0,0,cellular,31,jul,2,-1,0,15:34:16,15:36:45,0,2
3071,24,blue-collar,Female,single,0,388,1,0,cellular,15,may,2,-1,0,14:03:35,14:06:48,0,3
3072,35,self-employed,Female,married,0,3698,1,0,cellular,5,mar,1,-1,0,14:45:43,14:47:29,1,3
3073,46,technician,Male,married,0,53,0,0,telephone,12,jun,3,-1,0,14:51:14,14:51:26,0,3
3074,38,technician,Female,single,0,61,1,0,cellular,13,may,1,359,8,11:12:58,11:14:47,0,2
3075,46,services,Female,married,0,244,0,0,cellular,21,aug,2,-1,0,9:29:13,9:31:32,0,1
3076,33,blue-collar,Female,married,0,1130,1,0,cellular,7,apr,1,-1,0,9:37:13,9:54:56,0,1
3077,27,technician,Female,single,0,218,1,0,cellular,14,may,2,352,1,9:01:16,9:25:38,0,2
3078,47,services,Female,married,0,223,0,0,cellular,15,may,2,-1,0,11:32:13,11:34:26,0,1
3079,51,housemaid,Female,married,0,605,0,0,cellular,28,aug,14,-1,0,15:56:29,16:00:59,0,1
3080,31,technician,Female,divorced,0,646,1,0,telephone,30,may,3,-1,0,13:38:13,13:43:07,0,3
3081,33,blue-collar,Female,married,0,3512,1,0,cellular,19,nov,1,183,2,9:23:35,9:27:46,0,3
3082,42,blue-collar,Female,single,0,583,0,0,cellular,28,jan,3,-1,0,13:32:02,13:41:29,0,3
3083,26,services,Male,married,0,0,1,0,cellular,18,may,4,-1,0,15:31:25,15:33:35,0,2
3084,54,technician,Female,married,0,0,0,0,cellular,6,nov,5,192,8,11:24:43,11:32:27,1,3
3085,35,management,Male,single,0,5958,1,0,cellular,22,mar,1,-1,0,14:17:06,14:20:41,1,3
3086,36,housemaid,Female,married,0,419,1,0,telephone,30,may,1,-1,0,10:07:36,10:11:47,0,3
3087,42,blue-collar,Female,married,0,2717,1,1,cellular,20,apr,2,270,2,13:42:30,13:45:31,0,3
3088,58,management,Female,married,0,361,0,0,cellular,14,aug,2,-1,0,9:53:57,10:02:20,0,2
3089,55,retired,Male,married,0,3876,0,0,cellular,21,nov,1,-1,0,13:00:35,13:01:29,0,1
3090,45,blue-collar,Male,divorced,0,-207,0,0,cellular,15,jul,2,-1,0,9:19:56,9:34:34,1,2
3091,43,management,Male,married,0,149,1,0,telephone,23,jun,2,-1,0,17:15:59,17:27:01,1,1
3092,25,blue-collar,Male,single,0,1857,1,0,cellular,12,oct,1,91,12,10:46:54,10:50:01,1,3
3093,27,services,Male,single,0,302,0,0,cellular,8,jan,1,189,1,12:32:29,12:35:00,0,3
3094,59,retired,Male,single,0,2,0,0,telephone,2,feb,1,-1,0,11:25:38,11:41:13,1,2
3095,38,management,Male,divorced,0,4335,1,0,cellular,18,may,7,179,1,14:56:42,14:59:19,0,1
3096,40,services,Male,married,0,1293,1,0,cellular,13,apr,3,-1,0,11:14:12,11:16:20,0,2
3097,32,management,Male,single,0,229,1,0,cellular,18,may,1,-1,0,13:10:01,13:15:46,0,1
3098,32,services,Male,single,0,6983,0,0,cellular,7,aug,1,-1,0,16:24:40,16:28:55,1,3
3099,42,admin,Female,divorced,0,2129,0,0,cellular,13,aug,1,182,2,15:29:46,15:40:19,1,2
3100,38,blue-collar,Female,divorced,0,0,1,0,cellular,21,oct,1,183,4,14:49:22,14:58:58,1,1
3101,76,retired,Female,married,0,2991,0,0,cellular,22,oct,1,183,1,12:15:43,12:21:27,1,3
3102,53,management,Male,married,0,3634,0,0,cellular,7,may,4,88,8,10:24:17,10:27:48,1,3
3103,54,technician,Female,married,0,1076,0,0,cellular,28,jan,1,-1,0,11:14:42,11:20:20,0,1
3104,34,blue-collar,Female,single,0,129,1,1,cellular,16,nov,1,200,2,17:36:47,17:41:42,1,2
3105,29,technician,Female,married,0,-246,1,0,telephone,6,jun,3,-1,0,17:29:22,17:34:33,0,3
3106,35,management,Male,married,0,3889,1,0,cellular,19,nov,2,-1,0,10:52:51,10:57:16,0,3
3107,29,management,Male,single,0,1566,1,0,telephone,4,jun,1,-1,0,15:43:55,15:47:48,0,1
3108,43,management,Male,married,0,275,0,0,cellular,9,apr,2,339,2,10:21:12,10:23:01,0,1
3109,29,blue-collar,Female,divorced,0,291,1,0,cellular,20,apr,2,-1,0,9:47:35,9:54:20,0,1
3110,58,retired,Female,married,0,195,0,0,cellular,2,feb,1,-1,0,14:18:24,14:19:05,0,2
3111,29,blue-collar,Female,married,0,339,1,0,cellular,15,may,3,354,2,10:19:50,10:20:53,0,1
3112,31,admin,Male,single,0,0,1,0,cellular,7,may,2,295,2,15:52:26,16:07:21,1,1
3113,47,blue-collar,Female,divorced,0,126,1,0,telephone,3,jun,2,-1,0,13:45:00,14:25:56,1,1
3114,57,management,Male,divorced,0,461,1,0,telephone,21,may,10,-1,0,12:30:17,12:32:39,0,1
3115,50,blue-collar,Female,married,0,4108,1,0,cellular,7,aug,2,-1,0,10:52:58,11:01:44,1,1
3116,34,blue-collar,Female,married,0,-1,1,0,cellular,18,may,6,355,1,16:38:47,16:56:24,1,1
3117,20,student,Male,single,0,755,0,0,cellular,29,dec,1,-1,0,12:30:20,12:35:04,1,3
3118,29,management,Male,single,0,368,1,0,telephone,23,may,1,-1,0,12:36:01,12:38:41,0,2
3119,38,self-employed,Female,single,0,5774,1,0,cellular,15,may,4,359,5,16:56:10,17:02:56,1,3
3120,35,blue-collar,Female,single,0,-4,1,0,cellular,18,may,1,-1,0,12:00:44,12:03:42,0,2
3121,36,blue-collar,Female,married,0,1550,0,0,cellular,31,jul,3,-1,0,11:59:17,11:59:34,0,3
3122,45,technician,Male,married,0,999,1,0,telephone,16,may,2,-1,0,17:47:00,17:57:56,0,2
3123,67,retired,Male,married,0,2540,0,0,telephone,14,sep,3,92,9,12:34:37,12:39:16,1,3
3124,42,services,Female,married,0,1263,1,0,telephone,6,may,2,-1,0,13:12:09,13:14:03,0,1
3125,60,blue-collar,Female,married,0,759,0,0,cellular,8,aug,2,-1,0,14:09:32,14:13:47,0,1
3126,52,housemaid,Female,married,0,618,1,1,cellular,10,aug,2,102,2,14:15:04,14:20:56,0,2
3127,34,technician,Female,single,0,228,1,0,cellular,22,jul,4,-1,0,9:43:22,9:49:49,0,3
3128,57,technician,Female,married,0,0,0,0,telephone,13,may,1,-1,0,11:53:46,11:54:30,0,1
3129,45,technician,Female,married,0,886,1,0,cellular,13,oct,2,42,1,11:21:01,11:22:16,0,2
3130,43,unemployed,Male,married,0,0,0,0,cellular,16,jul,1,281,1,12:07:49,12:20:14,1,3
3131,30,technician,Male,married,0,-340,1,1,telephone,30,jul,8,-1,0,14:58:35,15:01:11,0,1
3132,49,admin,Male,divorced,0,1718,0,1,cellular,5,aug,1,-1,0,11:09:27,11:12:58,1,3
3133,64,management,Female,married,0,2352,0,0,cellular,3,nov,4,183,7,11:55:05,11:58:06,1,3
3134,47,management,Male,married,0,4386,1,0,telephone,23,jul,1,-1,0,14:38:58,14:39:41,0,1
3135,31,unemployed,Female,married,0,6,0,0,cellular,4,jun,4,-1,0,11:49:22,11:51:23,1,1
3136,28,student,Female,single,0,196,0,0,cellular,2,jul,3,-1,0,16:15:22,16:22:25,1,2
3137,38,management,Female,married,0,1477,0,0,cellular,15,sep,3,769,2,10:59:22,11:05:47,1,1
3138,31,management,Male,married,0,3160,1,0,cellular,26,apr,2,-1,0,9:22:12,9:33:40,1,1
3139,28,housemaid,Male,single,0,781,1,0,cellular,17,apr,1,-1,0,10:22:26,10:23:18,0,1
3140,43,blue-collar,Female,single,0,36,1,0,telephone,9,may,2,-1,0,11:00:10,11:02:53,0,1
3141,26,student,Male,single,0,1134,0,0,cellular,21,apr,4,-1,0,14:03:35,14:11:19,1,2
3142,22,blue-collar,Male,single,0,0,1,0,telephone,5,may,2,-1,0,11:11:11,11:14:10,0,3
3143,46,management,Male,married,0,1600,1,1,cellular,11,aug,1,-1,0,14:09:12,14:29:56,1,3
3144,66,retired,Male,married,0,1948,0,0,cellular,28,jan,1,91,4,11:11:52,11:15:28,1,1
3145,38,technician,Male,married,0,750,1,0,telephone,27,may,2,-1,0,14:48:37,14:53:02,0,3
3146,56,management,Male,married,0,363,0,0,cellular,2,feb,1,-1,0,10:53:51,10:54:40,0,1
3147,59,management,Female,married,0,281,0,0,cellular,8,jul,2,-1,0,16:18:17,16:25:27,0,2
3148,25,blue-collar,Male,single,0,1857,1,0,cellular,13,apr,4,187,6,14:51:15,14:56:10,1,1
3149,53,blue-collar,Male,married,0,21522,0,0,telephone,24,jun,4,-1,0,11:56:21,11:58:47,0,3
3150,29,blue-collar,Female,married,0,580,1,1,cellular,17,apr,2,-1,0,15:20:40,15:42:31,1,1
3151,25,admin,Female,single,0,760,1,0,cellular,27,may,3,89,2,9:13:43,9:17:26,1,2
3152,38,retired,Female,married,0,304,0,0,cellular,11,may,1,350,5,12:52:21,12:53:55,0,2
3153,34,management,Female,married,0,3301,1,0,cellular,17,jun,2,227,4,15:24:37,15:32:42,1,3
